sentence,source_text,true_value,label,suite,variant,source_index,template,action,slots_json,nature_score,nature_score_norm,nature_group,error
"During the storm, a ranger kept watching over a reed along the bank.","During the storm, a ranger kept watching over the grove.",nature,nature,nature_life,plant,547,"During the storm, {agent} kept {action} {patient}.",watching over,"{""action"": ""watching over"", ""agent"": ""a ranger"", ""patient"": ""the grove"", ""sample_index"": 547}",93.0,0.93,plant,
It was clear that a caretaker spent the day safeguarding a shrub beside the path.,It was clear that a caretaker spent the day safeguarding the woodland.,nature,nature,nature_life,plant,548,It was clear that {agent} spent the day {action} {patient}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""sample_index"": 548}",93.0,0.93,plant,
The community team was tending a wildflower near the trail near the trail.,The community team was tending the woods near the trail.,nature,nature,nature_life,plant,549,{agent} was {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""place"": ""near the trail"", ""sample_index"": 549}",92.0,0.92,plant,
Everyone noticed the community team protecting a tree in the grove after the rain.,Everyone noticed the community team protecting the natural habitat after the rain.,nature,nature,nature_life,plant,550,Everyone noticed {agent} {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""the community team"", ""patient"": ""the natural habitat"", ""place"": ""after the rain"", ""sample_index"": 550}",98.0,0.98,plant,
Everyone noticed a volunteer tending a flower in the meadow on the hillside.,Everyone noticed a volunteer tending the woods on the hillside.,nature,nature,nature_life,plant,551,Everyone noticed {agent} {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a volunteer"", ""patient"": ""the woods"", ""place"": ""on the hillside"", ""sample_index"": 551}",92.0,0.92,plant,
"During the storm, the community team kept cleaning up a fern under the canopy.","During the storm, the community team kept cleaning up the woods.",nature,nature,nature_life,plant,552,"During the storm, {agent} kept {action} {patient}.",cleaning up,"{""action"": ""cleaning up"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""sample_index"": 552}",92.0,0.92,plant,
People praised a caretaker for watching over a vine climbing the bark at sunrise.,People praised a caretaker for watching over the woodland at sunrise.,nature,nature,nature_life,plant,553,People praised {agent} for {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""place"": ""at sunrise"", ""sample_index"": 553}",98.0,0.98,plant,
"During the storm, a volunteer kept watching over a seedling in the soil.","During the storm, a volunteer kept watching over the woodland.",nature,nature,nature_life,plant,554,"During the storm, {agent} kept {action} {patient}.",watching over,"{""action"": ""watching over"", ""agent"": ""a volunteer"", ""patient"": ""the woodland"", ""sample_index"": 554}",93.0,0.93,plant,
It was clear that the community team spent the day restoring a moss patch on the stone.,It was clear that the community team spent the day restoring the grove.,nature,nature,nature_life,plant,555,It was clear that {agent} spent the day {action} {patient}.,restoring,"{""action"": ""restoring"", ""agent"": ""the community team"", ""patient"": ""the grove"", ""sample_index"": 555}",98.0,0.98,plant,
People praised a ranger for restoring a sapling by the stream by the river.,People praised a ranger for restoring the natural habitat by the river.,nature,nature,nature_life,plant,556,People praised {agent} for {action} {patient} {place}.,restoring,"{""action"": ""restoring"", ""agent"": ""a ranger"", ""patient"": ""the natural habitat"", ""place"": ""by the river"", ""sample_index"": 556}",98.0,0.98,plant,
A ranger was preserving a reed along the bank near the trail.,A ranger was preserving the grove near the trail.,nature,nature,nature_life,plant,557,{agent} was {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a ranger"", ""patient"": ""the grove"", ""place"": ""near the trail"", ""sample_index"": 557}",93.0,0.93,plant,
A volunteer was cleaning up a shrub beside the path near the trail.,A volunteer was cleaning up the forest near the trail.,nature,nature,nature_life,plant,558,{agent} was {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a volunteer"", ""patient"": ""the forest"", ""place"": ""near the trail"", ""sample_index"": 558}",88.0,0.88,plant,
"During the storm, a caretaker kept healing a wildflower near the trail.","During the storm, a caretaker kept healing the forest.",nature,nature,nature_life,plant,559,"During the storm, {agent} kept {action} {patient}.",healing,"{""action"": ""healing"", ""agent"": ""a caretaker"", ""patient"": ""the forest"", ""sample_index"": 559}",93.0,0.93,plant,
"During the storm, a ranger kept watching over a tree in the grove.","During the storm, a ranger kept watching over the forest.",nature,nature,nature_life,plant,560,"During the storm, {agent} kept {action} {patient}.",watching over,"{""action"": ""watching over"", ""agent"": ""a ranger"", ""patient"": ""the forest"", ""sample_index"": 560}",98.0,0.98,plant,
People praised a local student for healing a flower in the meadow by the river.,People praised a local student for healing the forest by the river.,nature,nature,nature_life,plant,561,People praised {agent} for {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""a local student"", ""patient"": ""the forest"", ""place"": ""by the river"", ""sample_index"": 561}",98.0,0.98,plant,
Everyone noticed the community team healing a fern under the canopy by the river.,Everyone noticed the community team healing the woodland by the river.,nature,nature,nature_life,plant,562,Everyone noticed {agent} {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""the community team"", ""patient"": ""the woodland"", ""place"": ""by the river"", ""sample_index"": 562}",98.0,0.98,plant,
"During the storm, a volunteer kept healing a vine climbing the bark.","During the storm, a volunteer kept healing the forest.",nature,nature,nature_life,plant,563,"During the storm, {agent} kept {action} {patient}.",healing,"{""action"": ""healing"", ""agent"": ""a volunteer"", ""patient"": ""the forest"", ""sample_index"": 563}",93.0,0.93,plant,
People praised a volunteer for preserving a seedling in the soil near the trail.,People praised a volunteer for preserving the woods near the trail.,nature,nature,nature_life,plant,564,People praised {agent} for {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a volunteer"", ""patient"": ""the woods"", ""place"": ""near the trail"", ""sample_index"": 564}",98.0,0.98,plant,
Everyone noticed a caretaker healing a moss patch on the stone at sunrise.,Everyone noticed a caretaker healing the woodland at sunrise.,nature,nature,nature_life,plant,565,Everyone noticed {agent} {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""place"": ""at sunrise"", ""sample_index"": 565}",98.0,0.98,plant,
Everyone noticed a local student preserving a sapling by the stream after the rain.,Everyone noticed a local student preserving the grove after the rain.,nature,nature,nature_life,plant,566,Everyone noticed {agent} {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a local student"", ""patient"": ""the grove"", ""place"": ""after the rain"", ""sample_index"": 566}",98.0,0.98,plant,
It was clear that a caretaker spent the day cleaning up a reed along the bank.,It was clear that a caretaker spent the day cleaning up the forest.,nature,nature,nature_life,plant,567,It was clear that {agent} spent the day {action} {patient}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a caretaker"", ""patient"": ""the forest"", ""sample_index"": 567}",92.0,0.92,plant,
A local student was protecting a shrub beside the path at sunrise.,A local student was protecting the grove at sunrise.,nature,nature,nature_life,plant,568,{agent} was {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""a local student"", ""patient"": ""the grove"", ""place"": ""at sunrise"", ""sample_index"": 568}",93.0,0.93,plant,
"During the storm, a ranger kept healing a wildflower near the trail.","During the storm, a ranger kept healing the forest.",nature,nature,nature_life,plant,569,"During the storm, {agent} kept {action} {patient}.",healing,"{""action"": ""healing"", ""agent"": ""a ranger"", ""patient"": ""the forest"", ""sample_index"": 569}",98.0,0.98,plant,
A local student was restoring a tree in the grove on the hillside.,A local student was restoring the grove on the hillside.,nature,nature,nature_life,plant,570,{agent} was {action} {patient} {place}.,restoring,"{""action"": ""restoring"", ""agent"": ""a local student"", ""patient"": ""the grove"", ""place"": ""on the hillside"", ""sample_index"": 570}",93.0,0.93,plant,
People praised a ranger for preserving a flower in the meadow near the trail.,People praised a ranger for preserving the woods near the trail.,nature,nature,nature_life,plant,571,People praised {agent} for {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""place"": ""near the trail"", ""sample_index"": 571}",93.0,0.93,plant,
Everyone noticed a ranger watching over a fern under the canopy on the hillside.,Everyone noticed a ranger watching over the forest on the hillside.,nature,nature,nature_life,plant,572,Everyone noticed {agent} {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a ranger"", ""patient"": ""the forest"", ""place"": ""on the hillside"", ""sample_index"": 572}",93.0,0.93,plant,
People praised a ranger for healing a vine climbing the bark on the hillside.,People praised a ranger for healing the woods on the hillside.,nature,nature,nature_life,plant,573,People praised {agent} for {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""place"": ""on the hillside"", ""sample_index"": 573}",98.0,0.98,plant,
It was clear that the community team spent the day protecting a seedling in the soil.,It was clear that the community team spent the day protecting the woods.,nature,nature,nature_life,plant,574,It was clear that {agent} spent the day {action} {patient}.,protecting,"{""action"": ""protecting"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""sample_index"": 574}",98.0,0.98,plant,
A caretaker was tending a moss patch on the stone after the rain.,A caretaker was tending the woods after the rain.,nature,nature,nature_life,plant,575,{agent} was {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a caretaker"", ""patient"": ""the woods"", ""place"": ""after the rain"", ""sample_index"": 575}",93.0,0.93,plant,
People praised a local student for cleaning up a sapling by the stream on the hillside.,People praised a local student for cleaning up the natural habitat on the hillside.,nature,nature,nature_life,plant,576,People praised {agent} for {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""place"": ""on the hillside"", ""sample_index"": 576}",98.0,0.98,plant,
It was clear that a ranger spent the day tending a reed along the bank.,It was clear that a ranger spent the day tending the natural habitat.,nature,nature,nature_life,plant,577,It was clear that {agent} spent the day {action} {patient}.,tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the natural habitat"", ""sample_index"": 577}",93.0,0.93,plant,
A ranger was safeguarding a shrub beside the path near the trail.,A ranger was safeguarding the grove near the trail.,nature,nature,nature_life,plant,578,{agent} was {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a ranger"", ""patient"": ""the grove"", ""place"": ""near the trail"", ""sample_index"": 578}",93.0,0.93,plant,
Everyone noticed the community team preserving a wildflower near the trail after the rain.,Everyone noticed the community team preserving the natural habitat after the rain.,nature,nature,nature_life,plant,579,Everyone noticed {agent} {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""the community team"", ""patient"": ""the natural habitat"", ""place"": ""after the rain"", ""sample_index"": 579}",98.0,0.98,plant,
Everyone noticed a ranger tending a tree in the grove at sunrise.,Everyone noticed a ranger tending the woodland at sunrise.,nature,nature,nature_life,plant,580,Everyone noticed {agent} {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""place"": ""at sunrise"", ""sample_index"": 580}",98.0,0.98,plant,
It was clear that a caretaker spent the day watching over a flower in the meadow.,It was clear that a caretaker spent the day watching over the natural habitat.,nature,nature,nature_life,plant,581,It was clear that {agent} spent the day {action} {patient}.,watching over,"{""action"": ""watching over"", ""agent"": ""a caretaker"", ""patient"": ""the natural habitat"", ""sample_index"": 581}",92.0,0.92,plant,
"During the storm, a volunteer kept tending a fern under the canopy.","During the storm, a volunteer kept tending the natural habitat.",nature,nature,nature_life,plant,582,"During the storm, {agent} kept {action} {patient}.",tending,"{""action"": ""tending"", ""agent"": ""a volunteer"", ""patient"": ""the natural habitat"", ""sample_index"": 582}",92.0,0.92,plant,
The community team was tending a vine climbing the bark near the trail.,The community team was tending the woodland near the trail.,nature,nature,nature_life,plant,583,{agent} was {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""the community team"", ""patient"": ""the woodland"", ""place"": ""near the trail"", ""sample_index"": 583}",93.0,0.93,plant,
A caretaker was preserving a seedling in the soil at sunrise.,A caretaker was preserving the woods at sunrise.,nature,nature,nature_life,plant,584,{agent} was {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a caretaker"", ""patient"": ""the woods"", ""place"": ""at sunrise"", ""sample_index"": 584}",98.0,0.98,plant,
"During the storm, a caretaker kept restoring a moss patch on the stone.","During the storm, a caretaker kept restoring the woodland.",nature,nature,nature_life,plant,585,"During the storm, {agent} kept {action} {patient}.",restoring,"{""action"": ""restoring"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""sample_index"": 585}",98.0,0.98,plant,
A ranger was preserving a sapling by the stream at sunrise.,A ranger was preserving the woodland at sunrise.,nature,nature,nature_life,plant,586,{agent} was {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""place"": ""at sunrise"", ""sample_index"": 586}",98.0,0.98,plant,
Everyone noticed a ranger safeguarding a reed along the bank by the river.,Everyone noticed a ranger safeguarding the woods by the river.,nature,nature,nature_life,plant,587,Everyone noticed {agent} {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""place"": ""by the river"", ""sample_index"": 587}",93.0,0.93,plant,
"During the storm, a local student kept restoring a shrub beside the path.","During the storm, a local student kept restoring the natural habitat.",nature,nature,nature_life,plant,588,"During the storm, {agent} kept {action} {patient}.",restoring,"{""action"": ""restoring"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""sample_index"": 588}",93.0,0.93,plant,
People praised a local student for healing a wildflower near the trail by the river.,People praised a local student for healing the forest by the river.,nature,nature,nature_life,plant,589,People praised {agent} for {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""a local student"", ""patient"": ""the forest"", ""place"": ""by the river"", ""sample_index"": 589}",98.0,0.98,plant,
Everyone noticed the community team preserving a tree in the grove after the rain.,Everyone noticed the community team preserving the forest after the rain.,nature,nature,nature_life,plant,590,Everyone noticed {agent} {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""the community team"", ""patient"": ""the forest"", ""place"": ""after the rain"", ""sample_index"": 590}",98.0,0.98,plant,
"During the storm, a ranger kept safeguarding a flower in the meadow.","During the storm, a ranger kept safeguarding the woodland.",nature,nature,nature_life,plant,591,"During the storm, {agent} kept {action} {patient}.",safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""sample_index"": 591}",98.0,0.98,plant,
"During the storm, a ranger kept tending a fern under the canopy.","During the storm, a ranger kept tending the natural habitat.",nature,nature,nature_life,plant,592,"During the storm, {agent} kept {action} {patient}.",tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the natural habitat"", ""sample_index"": 592}",93.0,0.93,plant,
People praised the community team for cleaning up a vine climbing the bark at sunrise.,People praised the community team for cleaning up the woods at sunrise.,nature,nature,nature_life,plant,593,People praised {agent} for {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""place"": ""at sunrise"", ""sample_index"": 593}",98.0,0.98,plant,
It was clear that a caretaker spent the day restoring a seedling in the soil.,It was clear that a caretaker spent the day restoring the woodland.,nature,nature,nature_life,plant,594,It was clear that {agent} spent the day {action} {patient}.,restoring,"{""action"": ""restoring"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""sample_index"": 594}",98.0,0.98,plant,
"During the storm, a volunteer kept nurturing a moss patch on the stone.","During the storm, a volunteer kept nurturing the forest.",nature,nature,nature_life,plant,595,"During the storm, {agent} kept {action} {patient}.",nurturing,"{""action"": ""nurturing"", ""agent"": ""a volunteer"", ""patient"": ""the forest"", ""sample_index"": 595}",93.0,0.93,plant,
"During the storm, a caretaker kept restoring a sapling by the stream.","During the storm, a caretaker kept restoring the grove.",nature,nature,nature_life,plant,596,"During the storm, {agent} kept {action} {patient}.",restoring,"{""action"": ""restoring"", ""agent"": ""a caretaker"", ""patient"": ""the grove"", ""sample_index"": 596}",98.0,0.98,plant,
"During the storm, a ranger kept nurturing a reed along the bank.","During the storm, a ranger kept nurturing the woodland.",nature,nature,nature_life,plant,597,"During the storm, {agent} kept {action} {patient}.",nurturing,"{""action"": ""nurturing"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""sample_index"": 597}",93.0,0.93,plant,
It was clear that a local student spent the day nurturing a shrub beside the path.,It was clear that a local student spent the day nurturing the natural habitat.,nature,nature,nature_life,plant,598,It was clear that {agent} spent the day {action} {patient}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""sample_index"": 598}",98.0,0.98,plant,
"During the storm, a ranger kept cleaning up a wildflower near the trail.","During the storm, a ranger kept cleaning up the woods.",nature,nature,nature_life,plant,599,"During the storm, {agent} kept {action} {patient}.",cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""sample_index"": 599}",93.0,0.93,plant,
A local student was nurturing a tree in the grove after the rain.,A local student was nurturing the woodland after the rain.,nature,nature,nature_life,plant,600,{agent} was {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""place"": ""after the rain"", ""sample_index"": 600}",93.0,0.93,plant,
Everyone noticed a local student tending a flower in the meadow at sunrise.,Everyone noticed a local student tending the woodland at sunrise.,nature,nature,nature_life,plant,601,Everyone noticed {agent} {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""place"": ""at sunrise"", ""sample_index"": 601}",93.0,0.93,plant,
Everyone noticed a caretaker restoring a fern under the canopy near the trail.,Everyone noticed a caretaker restoring the natural habitat near the trail.,nature,nature,nature_life,plant,602,Everyone noticed {agent} {action} {patient} {place}.,restoring,"{""action"": ""restoring"", ""agent"": ""a caretaker"", ""patient"": ""the natural habitat"", ""place"": ""near the trail"", ""sample_index"": 602}",98.0,0.98,plant,
Everyone noticed a volunteer watching over a vine climbing the bark on the hillside.,Everyone noticed a volunteer watching over the grove on the hillside.,nature,nature,nature_life,plant,603,Everyone noticed {agent} {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a volunteer"", ""patient"": ""the grove"", ""place"": ""on the hillside"", ""sample_index"": 603}",92.0,0.92,plant,
"During the storm, the community team kept nurturing a seedling in the soil.","During the storm, the community team kept nurturing the woods.",nature,nature,nature_life,plant,604,"During the storm, {agent} kept {action} {patient}.",nurturing,"{""action"": ""nurturing"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""sample_index"": 604}",93.0,0.93,plant,
"During the storm, a caretaker kept safeguarding a moss patch on the stone.","During the storm, a caretaker kept safeguarding the grove.",nature,nature,nature_life,plant,605,"During the storm, {agent} kept {action} {patient}.",safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a caretaker"", ""patient"": ""the grove"", ""sample_index"": 605}",98.0,0.98,plant,
The community team was safeguarding a sapling by the stream after the rain.,The community team was safeguarding the woods after the rain.,nature,nature,nature_life,plant,606,{agent} was {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""place"": ""after the rain"", ""sample_index"": 606}",98.0,0.98,plant,
It was clear that the community team spent the day healing a reed along the bank.,It was clear that the community team spent the day healing the forest.,nature,nature,nature_life,plant,607,It was clear that {agent} spent the day {action} {patient}.,healing,"{""action"": ""healing"", ""agent"": ""the community team"", ""patient"": ""the forest"", ""sample_index"": 607}",98.0,0.98,plant,
It was clear that a local student spent the day watching over a shrub beside the path.,It was clear that a local student spent the day watching over the woodland.,nature,nature,nature_life,plant,608,It was clear that {agent} spent the day {action} {patient}.,watching over,"{""action"": ""watching over"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""sample_index"": 608}",93.0,0.93,plant,
"During the storm, a local student kept preserving a wildflower near the trail.","During the storm, a local student kept preserving the woods.",nature,nature,nature_life,plant,609,"During the storm, {agent} kept {action} {patient}.",preserving,"{""action"": ""preserving"", ""agent"": ""a local student"", ""patient"": ""the woods"", ""sample_index"": 609}",93.0,0.93,plant,
It was clear that a caretaker spent the day nurturing a tree in the grove.,It was clear that a caretaker spent the day nurturing the woods.,nature,nature,nature_life,plant,610,It was clear that {agent} spent the day {action} {patient}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a caretaker"", ""patient"": ""the woods"", ""sample_index"": 610}",98.0,0.98,plant,
"During the storm, a ranger kept tending a flower in the meadow.","During the storm, a ranger kept tending the grove.",nature,nature,nature_life,plant,611,"During the storm, {agent} kept {action} {patient}.",tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the grove"", ""sample_index"": 611}",93.0,0.93,plant,
People praised a local student for watching over a fern under the canopy after the rain.,People praised a local student for watching over the natural habitat after the rain.,nature,nature,nature_life,plant,612,People praised {agent} for {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""place"": ""after the rain"", ""sample_index"": 612}",98.0,0.98,plant,
People praised a ranger for tending a vine climbing the bark after the rain.,People praised a ranger for tending the woodland after the rain.,nature,nature,nature_life,plant,613,People praised {agent} for {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""place"": ""after the rain"", ""sample_index"": 613}",98.0,0.98,plant,
A volunteer was preserving a seedling in the soil near the trail.,A volunteer was preserving the woodland near the trail.,nature,nature,nature_life,plant,614,{agent} was {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a volunteer"", ""patient"": ""the woodland"", ""place"": ""near the trail"", ""sample_index"": 614}",93.0,0.93,plant,
People praised a local student for protecting a moss patch on the stone at sunrise.,People praised a local student for protecting the woodland at sunrise.,nature,nature,nature_life,plant,615,People praised {agent} for {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""place"": ""at sunrise"", ""sample_index"": 615}",98.0,0.98,plant,
A ranger was preserving a sapling by the stream near the trail.,A ranger was preserving the woodland near the trail.,nature,nature,nature_life,plant,616,{agent} was {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""place"": ""near the trail"", ""sample_index"": 616}",98.0,0.98,plant,
People praised the community team for healing a reed along the bank after the rain.,People praised the community team for healing the natural habitat after the rain.,nature,nature,nature_life,plant,617,People praised {agent} for {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""the community team"", ""patient"": ""the natural habitat"", ""place"": ""after the rain"", ""sample_index"": 617}",98.0,0.98,plant,
"During the storm, a caretaker kept cleaning up a shrub beside the path.","During the storm, a caretaker kept cleaning up the grove.",nature,nature,nature_life,plant,618,"During the storm, {agent} kept {action} {patient}.",cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a caretaker"", ""patient"": ""the grove"", ""sample_index"": 618}",92.0,0.92,plant,
People praised the community team for watching over a wildflower near the trail on the hillside.,People praised the community team for watching over the woods on the hillside.,nature,nature,nature_life,plant,619,People praised {agent} for {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""place"": ""on the hillside"", ""sample_index"": 619}",98.0,0.98,plant,
"During the storm, a ranger kept protecting a tree in the grove.","During the storm, a ranger kept protecting the woodland.",nature,nature,nature_life,plant,620,"During the storm, {agent} kept {action} {patient}.",protecting,"{""action"": ""protecting"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""sample_index"": 620}",98.0,0.98,plant,
A ranger was tending a flower in the meadow on the hillside.,A ranger was tending the woods on the hillside.,nature,nature,nature_life,plant,621,{agent} was {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""place"": ""on the hillside"", ""sample_index"": 621}",93.0,0.93,plant,
Everyone noticed a local student nurturing a fern under the canopy after the rain.,Everyone noticed a local student nurturing the woods after the rain.,nature,nature,nature_life,plant,622,Everyone noticed {agent} {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a local student"", ""patient"": ""the woods"", ""place"": ""after the rain"", ""sample_index"": 622}",93.0,0.93,plant,
Everyone noticed a local student watching over a vine climbing the bark at sunrise.,Everyone noticed a local student watching over the forest at sunrise.,nature,nature,nature_life,plant,623,Everyone noticed {agent} {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a local student"", ""patient"": ""the forest"", ""place"": ""at sunrise"", ""sample_index"": 623}",98.0,0.98,plant,
Everyone noticed a ranger watching over a seedling in the soil by the river.,Everyone noticed a ranger watching over the woodland by the river.,nature,nature,nature_life,plant,624,Everyone noticed {agent} {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""place"": ""by the river"", ""sample_index"": 624}",98.0,0.98,plant,
A caretaker was preserving a moss patch on the stone near the trail.,A caretaker was preserving the forest near the trail.,nature,nature,nature_life,plant,625,{agent} was {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a caretaker"", ""patient"": ""the forest"", ""place"": ""near the trail"", ""sample_index"": 625}",98.0,0.98,plant,
People praised a volunteer for cleaning up a sapling by the stream near the trail.,People praised a volunteer for cleaning up the natural habitat near the trail.,nature,nature,nature_life,plant,626,People praised {agent} for {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a volunteer"", ""patient"": ""the natural habitat"", ""place"": ""near the trail"", ""sample_index"": 626}",93.0,0.93,plant,
People praised a local student for safeguarding a reed along the bank near the trail.,People praised a local student for safeguarding the grove near the trail.,nature,nature,nature_life,plant,627,People praised {agent} for {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a local student"", ""patient"": ""the grove"", ""place"": ""near the trail"", ""sample_index"": 627}",98.0,0.98,plant,
It was clear that a volunteer spent the day tending a shrub beside the path.,It was clear that a volunteer spent the day tending the grove.,nature,nature,nature_life,plant,628,It was clear that {agent} spent the day {action} {patient}.,tending,"{""action"": ""tending"", ""agent"": ""a volunteer"", ""patient"": ""the grove"", ""sample_index"": 628}",92.0,0.92,plant,
The community team was tending a wildflower near the trail at sunrise.,The community team was tending the woods at sunrise.,nature,nature,nature_life,plant,629,{agent} was {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""place"": ""at sunrise"", ""sample_index"": 629}",93.0,0.93,plant,
"During the storm, a ranger kept tending a tree in the grove.","During the storm, a ranger kept tending the woods.",nature,nature,nature_life,plant,630,"During the storm, {agent} kept {action} {patient}.",tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""sample_index"": 630}",92.0,0.92,plant,
Everyone noticed a ranger cleaning up a flower in the meadow by the river.,Everyone noticed a ranger cleaning up the natural habitat by the river.,nature,nature,nature_life,plant,631,Everyone noticed {agent} {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a ranger"", ""patient"": ""the natural habitat"", ""place"": ""by the river"", ""sample_index"": 631}",93.0,0.93,plant,
It was clear that a caretaker spent the day healing a fern under the canopy.,It was clear that a caretaker spent the day healing the woodland.,nature,nature,nature_life,plant,632,It was clear that {agent} spent the day {action} {patient}.,healing,"{""action"": ""healing"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""sample_index"": 632}",98.0,0.98,plant,
"During the storm, a ranger kept cleaning up a vine climbing the bark.","During the storm, a ranger kept cleaning up the woodland.",nature,nature,nature_life,plant,633,"During the storm, {agent} kept {action} {patient}.",cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""sample_index"": 633}",93.0,0.93,plant,
